No,Jenis BMN,Kode Satker,Nama Satker,Kode Barang,NUP,Nama Barang,Merk,Tipe,Kondisi,No Dokumen,No BPKP,No Polisi,No Sertifikat,Tanggal Perolehan,Nilai Perolehan,Nilai Penyusutan,Nilai Buku,Kode Register,Lokasi Ruang,"Kondisi Setelah Inventarisasi
(B/RR/RB)",Update Lokasi Ruang,Nama Pengguna ,Link Foto Dokumentasi
,,,,,,,,,,,,,,,,,,,,,,,
